rowname	logFC	AveExpr	t	P.Value	adj.P.Val	B	z.std	Gene.name	Tax	KEGG.ID	KEGGFUN	KEGGPATH	COG.ID	COGFUN	COGPATH	PFAM	direction
305	bd17_expression_276_681-2177	-0.243176122342682	7.48838154292515	-1.0554921222342	0.301485062121388	0.804390634056164	-5.56718757412175	-1.03325396994764		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K00154	coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	COG1012	NAD-dependent aldehyde dehydrogenases	Energy production and conversion	PF00171 [Aldehyde dehydrogenase family]	ns
306	bd17_expression_239_23536-25893	-0.416395985426971	7.74896614273576	-1.05915270648916	0.301939016632668	0.804390634056164	-5.56642612598863	-1.03228416562556		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria				COG4623	Predicted soluble lytic transglycosylase fused to an ABC-type amino acid-binding protein	Cell envelope biogenesis, outer membrane	PF00497 [Bacterial extracellular solute-binding proteins, family 3]	ns
307	bd17_expression_311_1011-3407	0.367088446531008	7.84741200150713	1.0491641738653	0.303940993794312	0.804390634056164	-5.55697193973033	1.02801877993785	polB	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K02336	DNA polymerase II [EC:2.7.7.7]	Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0417	DNA polymerase elongation subunit (family B)	DNA replication, recombination and repair	PF00136 [DNA polymerase family B];PF03104 [DNA polymerase family B, exonuclease domain]	ns
308	bd17_expression_109_698-3529	-0.522288629038482	7.96473658286025	-1.05459697573392	0.304172294074232	0.804390634056164	-5.562287257331	-1.02752717924832	hepA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K03580	ATP-dependent helicase HepA [EC:3.6.4.-]	Brite Hierarchies; Protein families: genetic information processing; Transcription machinery	COG0553	Superfamily II DNA/RNA helicases, SNF2 family	DNA replication, recombination and repair|Transcription	PF00176 [SNF2 family N-terminal domain];PF00271 [Helicase conserved C-terminal domain];PF04851 [Type III restriction enzyme, res subunit];PF12137 [RNA polymerase recycling family C-terminal];PF18337 [];PF18339 []	ns
309	bd17_expression_168_4304-5305	-0.239667675025101	7.48428164251735	-1.04608220918283	0.305744838050702	0.804390634056164	-5.57642586057207	-1.02419148879601	cydB	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K00426	cytochrome bd ubiquinol oxidase subunit II [EC:7.1.1.7]	Metabolism; Energy metabolism; Oxidative phosphorylation | Environmental Information Processing; Signal transduction; Two-component system	COG1294	Cytochrome bd-type quinol oxidase, subunit 2	Energy production and conversion	PF02322 [Cytochrome bd terminal oxidase subunit II]	ns
310	bd17_expression_114_1-564	0.647141113436309	8.26556554183573	1.04391814261629	0.306315216557554	0.804390634056164	-5.50334499885766	1.02298441098812	K07481	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K07481	transposase, IS5 family	Not Included in Pathway or Brite; Unclassified: genetic information processing; Replication and repair	ENOG410YEAS	transposase	Replication, recombination and repair	PF01609 [Transposase DDE domain];PF13612 [Transposase DDE domain]	ns
311	bd17_expression_107_2778-4433	0.371885936449185	7.69099259135896	1.04238392051887	0.307012022400029	0.804390634056164	-5.5882328401954	1.02151179784164	cysI	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K00381	sulfite reductase (NADPH) hemoprotein beta-component [EC:1.8.1.2]	Metabolism; Energy metabolism; Sulfur metabolism	COG0155	Sulfite reductase, beta subunit (hemoprotein)	Inorganic ion transport and metabolism	PF01077 [Nitrite and sulphite reductase 4Fe-4S domain];PF03460 [Nitrite/Sulfite reductase ferredoxin-like half domain]	ns
312	bd17_expression_104_22316-23986	0.368831725975303	7.71980495959542	1.04127284243484	0.307517340669797	0.804390634056164	-5.58871919692407	1.02044525426784	RARS, argS	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K01887	arginyl-tRNA synthetase [EC:6.1.1.19]	Genetic Information Processing; Translation; Aminoacyl-tRNA biosynthesis | Brite Hierarchies; Protein families: metabolism; Amino acid related enzymes | Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis	COG0018	Arginyl-tRNA synthetase	Translation, ribosomal structure and biogenesis	PF00750 [tRNA synthetases class I (R)];PF03485 [Arginyl tRNA synthetase N terminal domain];PF05746 [DALR anticodon binding domain]	ns
313	bd17_expression_123_94047-95471	0.368831725975303	7.71980495959542	1.04127284243484	0.307517340669797	0.804390634056164	-5.58871919692407	1.02044525426784	gltD	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K00266	glutamate synthase (NADPH) small chain [EC:1.4.1.13]	Metabolism; Energy metabolism; Nitrogen metabolism | Metabolism; Amino acid metabolism; Alanine, aspartate and glutamate metabolism	COG0493	NADPH-dependent glutamate synthase beta chain and related oxidoreductases	General function prediction only|Amino acid transport and metabolism	PF00070 [Pyridine nucleotide-disulphide oxidoreductase];PF07992 [Pyridine nucleotide-disulphide oxidoreductase];PF13738 [Pyridine nucleotide-disulphide oxidoreductase];PF14691 [Dihydroprymidine dehydrogenase domain II, 4Fe-4S cluster]	ns
314	bd17_expression_168_2935-4311	0.368831725975303	7.71980495959542	1.04127284243484	0.307517340669797	0.804390634056164	-5.58871919692407	1.02044525426784	cydA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria	K00425	cytochrome bd ubiquinol oxidase subunit I [EC:7.1.1.7]	Metabolism; Energy metabolism; Oxidative phosphorylation | Environmental Information Processing; Signal transduction; Two-component system	COG1271	Cytochrome bd-type quinol oxidase, subunit 1	Energy production and conversion	PF01654 [Cytochrome bd terminal oxidase subunit I]	ns
315	bd17_expression_123_107095-109509	-0.520456722205671	8.28535795833311	-1.04049627874667	0.307870867996385	0.804390634056164	-5.55765146410952	-1.01969977590879	mrcA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K05366	penicillin-binding protein 1A [EC:2.4.1.129 3.4.16.4]	Metabolism; Glycan biosynthesis and metabolism; Peptidoglycan biosynthesis | Human Diseases; Drug resistance: Antimicrobial; beta-Lactam resistance | Brite Hierarchies; Protein families: metabolism; Glycosyltransferases | Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins	COG5009	Membrane carboxypeptidase/penicillin-binding protein	Cell envelope biogenesis, outer membrane	PF00905 [Penicillin binding protein transpeptidase domain];PF00912 [Transglycosylase];PF17092 [Penicillin-binding protein OB-like domain]	ns
316	bd17_expression_84_13112-14170	-0.543682238722187	8.07670264329615	-1.04180241249783	0.310149367667985	0.804390634056164	-5.5617797642865	-1.01490866433905	perM	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K03548	putative permease	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG0628	Predicted permease	General function prediction only	PF01594 [AI-2E family transporter]	ns
317	bd17_expression_16_8349-9644	-0.235888648988503	7.47990821909647	-1.03565941224225	0.310512603592045	0.804390634056164	-5.58658374731735	-1.0141470218464	hisD	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K00013	histidinol dehydrogenase [EC:1.1.1.23]	Metabolism; Amino acid metabolism; Histidine metabolism	COG0141	Histidinol dehydrogenase	Amino acid transport and metabolism	PF00815 [Histidinol dehydrogenase]	ns
318	bd17_expression_51_12394-13722	-0.235888648988503	7.47990821909647	-1.03565941224225	0.310512603592045	0.804390634056164	-5.58658374731735	-1.0141470218464	COX15, ctaA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K02259	cytochrome c oxidase assembly protein subunit 15	Metabolism; Energy metabolism; Oxidative phosphorylation | Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism | Environmental Information Processing; Signal transduction; Two-component system | Organismal Systems; Environmental adaptation; Thermogenesis | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis	COG1612	Uncharacterized protein required for cytochrome oxidase assembly	Posttranslational modification, protein turnover, chaperones	PF02628 [Cytochrome oxidase assembly protein]	ns
319	bd17_expression_61_3133-3783	-0.235888648988503	7.47990821909647	-1.03565941224225	0.310512603592045	0.804390634056164	-5.58658374731735	-1.0141470218464	rpoE	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K03088	RNA polymerase sigma-70 factor, ECF subfamily	Brite Hierarchies; Protein families: genetic information processing; Transcription machinery	COG1595	DNA-directed RNA polymerase specialized sigma subunit, sigma24 homolog	Transcription	PF04542 [Sigma-70 region 2 ];PF04545 [Sigma-70, region 4];PF08281 [Sigma-70, region 4]	ns
320	bd17_expression_98_3272-3610	-0.235888648988503	7.47990821909647	-1.03565941224225	0.310512603592045	0.804390634056164	-5.58658374731735	-1.0141470218464	bolA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K05527	BolA family transcriptional regulator, general stress-responsive regulator	Brite Hierarchies; Protein families: genetic information processing; Transcription factors	COG0271	Stress-induced morphogen (activity unknown)	Signal transduction mechanisms	PF01722 [BolA-like protein]	ns
321	bd17_expression_122_5171-7297	-0.235888648988503	7.47990821909647	-1.03565941224225	0.310512603592045	0.804390634056164	-5.58658374731735	-1.0141470218464	ABC.FEV.A		K02013	iron complex transport system ATP-binding protein [EC:3.6.3.34]	Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG1122	ABC-type cobalt transport system, ATPase component	Inorganic ion transport and metabolism	PF00005 [ABC transporter];PF00664 [ABC transporter transmembrane region];PF03412 [Peptidase C39 family]	ns
322	bd17_expression_123_60169-60948	-0.235888648988503	7.47990821909647	-1.03565941224225	0.310512603592045	0.804390634056164	-5.58658374731735	-1.0141470218464		k_Bacteria				COG2908	Uncharacterized protein conserved in bacteria	Function unknown	PF12850 [Calcineurin-like phosphoesterase superfamily domain]	ns
323	bd17_expression_128_6191-7123	-0.235888648988503	7.47990821909647	-1.03565941224225	0.310512603592045	0.804390634056164	-5.58658374731735	-1.0141470218464	pldA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K01058	phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]	Metabolism; Lipid metabolism; Glycerophospholipid metabolism | Metabolism; Lipid metabolism; Ether lipid metabolism | Metabolism; Lipid metabolism; Arachidonic acid metabolism | Metabolism; Lipid metabolism; Linoleic acid metabolism | Metabolism; Lipid metabolism; alpha-Linolenic acid metabolism	COG2829	Outer membrane phospholipase A	Cell envelope biogenesis, outer membrane	PF02253 [Phospholipase A1]	ns
324	bd17_expression_213_16541-17050	-0.235888648988503	7.47990821909647	-1.03565941224225	0.310512603592045	0.804390634056164	-5.58658374731735	-1.0141470218464		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales				COG1714	Predicted membrane protein/domain	Function unknown	PF06271 [RDD family]	ns
325	bd17_expression_239_18802-19416	-0.235888648988503	7.47990821909647	-1.03565941224225	0.310512603592045	0.804390634056164	-5.58658374731735	-1.0141470218464	eda	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K01625	2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]	Metabolism; Carbohydrate metabolism; Pentose phosphate pathway | Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism	COG0800	2-keto-3-deoxy-6-phosphogluconate aldolase	Carbohydrate transport and metabolism	PF01081 [KDPG and KHG aldolase]	ns
326	bd17_expression_264_12063-13136	-0.235888648988503	7.47990821909647	-1.03565941224225	0.310512603592045	0.804390634056164	-5.58658374731735	-1.0141470218464	mcrC	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K19147	5-methylcytosine-specific restriction enzyme subunit McrC	Brite Hierarchies; Protein families: signaling and cellular processes; Prokaryotic defense system	COG4268	McrBC 5-methylcytosine restriction system component		PF10117 [McrBC 5-methylcytosine restriction system component]	ns
327	bd17_expression_270_14985-16250	-0.235888648988503	7.47990821909647	-1.03565941224225	0.310512603592045	0.804390634056164	-5.58658374731735	-1.0141470218464	pksS	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K15468	cytochrome P450 PksS	Brite Hierarchies; Protein families: metabolism; Polyketide biosynthesis proteins	COG2124	Cytochrome P450	Secondary metabolites biosynthesis, transport and catabolism	PF00067 [Cytochrome P450]	ns
328	bd17_expression_285_1321-1698	-0.235888648988503	7.47990821909647	-1.03565941224225	0.310512603592045	0.804390634056164	-5.58658374731735	-1.0141470218464										ns
329	bd17_expression_161_20524-20790	-0.397608362049776	7.93362924149082	-1.03308439826955	0.311259435339582	0.804390634056164	-5.58233982249969	-1.01258289106164		k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria				COG1734	DnaK suppressor protein	Signal transduction mechanisms	PF01258 [Prokaryotic dksA/traR C4-type zinc finger]	ns
330	bd17_expression_225_766-2655	0.377550586209839	7.77635998375642	1.03389028818579	0.31130210772112	0.804390634056164	-5.59568832163563	1.01249359475679	gidA, mnmG, MTO1	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K03495	tRNA uridine 5-carboxymethylaminomethyl modification enzyme	Brite Hierarchies; Protein families: genetic information processing; Transfer RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins	COG0445	NAD/FAD-utilizing enzyme apparently involved in cell division	Cell division and chromosome partitioning	PF01134 [Glucose inhibited division protein A];PF13932 [GidA associated domain]	ns
331	bd17_expression_128_23063-25471	-0.472584907254308	7.92655207889978	-1.03361171819001	0.311503490838791	0.804390634056164	-5.58577704742728	-1.01207228897964	fbiC	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K11779	FO synthase [EC:2.5.1.147 4.3.1.32]	Metabolism; Energy metabolism; Methane metabolism	COG1060;COG1920			PF04055 [Radical SAM superfamily];PF19288 []	ns
332	bd17_expression_143_6019-7149	0.362082153768077	7.73248568458191	1.03267950890634	0.311851055462019	0.804390634056164	-5.55251055228069	1.01134558482665	rtxD, fitB	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K12532	membrane fusion protein, RTX toxin transport system	Environmental Information Processing; Signal transduction; Two-component system | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Secretion system	ENOG410XNME	Type I secretion membrane fusion protein (HlyD	Intracellular trafficking, secretion, and vesicular transport	PF13437 [HlyD family secretion protein];PF16576 [Barrel-sandwich domain of CusB or HlyD membrane-fusion]	ns
333	bd17_expression_149_9876-10538	-0.409526158736527	12.5316200052695	-1.04034849019318	0.314884314366689	0.804390634056164	-5.57721182010069	-1.00502603341935	paaY	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales;n_unclassified Cellvibrionales;s_Cellvibrionales bacterium	K02617	phenylacetic acid degradation protein	Not Included in Pathway or Brite; Poorly characterized; General function prediction only	COG0663	Carbonic anhydrases/acetyltransferases, isoleucine patch superfamily	General function prediction only	PF00132 [Bacterial transferase hexapeptide (six repeats)]	ns
334	bd17_expression_307_4705-6366	-0.332957898674602	8.02618622925307	-1.02297392470319	0.315923642342902	0.804390634056164	-5.59304119869783	-1.00286988943629	dnaA	k_Bacteria;p_Pseudomonadota;c_Gammaproteobacteria;o_Cellvibrionales	K02313	chromosomal replication initiator protein	Environmental Information Processing; Signal transduction; Two-component system | Cellular Processes; Cell growth and death; Cell cycle - Caulobacter | Brite Hierarchies; Protein families: genetic information processing; DNA replication proteins | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins	COG0593	ATPase involved in DNA replication initiation	DNA replication, recombination and repair	PF00308 [Bacterial dnaA  protein];PF08299 [Bacterial dnaA protein helix-turn-helix];PF11638 [DnaA N-terminal domain]	ns
