rowname	logFC	AveExpr	t	P.Value	adj.P.Val	z.std	Gene name	KEGG ID	KEGGFUN	KEGGPATH	COG ID	COGFUN	COGPATH	PFAM	superkingdom	phylum	class	order	family	genus	species	direction
413	PlaceSamplesHere_119484_67-435	1.14050649081663	8.32553680565181	2.81183874531628	0.017966366137329	0.125112031503531	2.36631056457145	iaaA, ASRGL1	K13051	beta-aspartyl-peptidase (threonine type) [EC:3.4.19.5]	Brite Hierarchies; Protein families: metabolism; Peptidases	COG1446	Asparaginase	Amino acid transport and metabolism	PF01112 [Asparaginase]	Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
414	PlaceSamplesHere_554862_1-1566	3.26658894566901	4.37164705951994	2.60842940834243	0.0180297964956103	0.125245840602294	2.3650056371067								PF03382 [Mycoplasma protein of unknown function, DUF285]	Bacteria	Pseudomonadota	Alphaproteobacteria	Unclassified Alphaproteobacteria	Unclassified Alphaproteobacteria	Unclassified Alphaproteobacteria	Unclassified Alphaproteobacteria	ns
415	PlaceSamplesHere_60895_39693-42062	-0.688309115862382	7.65412172078739	-2.76962467814465	0.0180726786682727	0.125245840602294	-2.36412571551142	yhgE	K01421	putative membrane protein	Not Included in Pathway or Brite; Poorly characterized; General function prediction only	COG1511	Predicted membrane protein	Function unknown		Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
416	PlaceSamplesHere_442020_15303-15644	-1.26415632175661	5.12510408221721	-2.83395114196164	0.0181649748000008	0.125582854626928	-2.36223802920106					ENOG41123K1	glutaredoxin 2	Posttranslational modification, protein turnover, chaperones		Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
417	PlaceSamplesHere_267625_23357-24190	-1.40085260600397	4.79732924555922	-2.79908044403519	0.0182935872385106	0.126168721577833	-2.35962154103591					ENOG4111U9J	FhuF 2Fe-2S C-terminal domain	Function unknown		Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
418	PlaceSamplesHere_213589_2574-5240	-1.34456590552931	7.44324026672337	-2.59602109617849	0.0183414464555031	0.126196172263222	-2.35865200460379	ACO, acnA	K01681	aconitate hydratase [EC:4.2.1.3]	Metabolism; Carbohydrate metabolism; Citrate cycle (TCA cycle) | Metabolism; Carbohydrate metabolism; Glyoxylate and dicarboxylate metabolism | Metabolism; Energy metabolism; Carbon fixation pathways in prokaryotes	COG1048	Aconitase A	Energy production and conversion	PF00330 [Aconitase family (aconitate hydratase)];PF00694 [Aconitase C-terminal domain]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	ns
419	PlaceSamplesHere_155588_19521-20837	-1.37612397657805	5.27356701690817	-3.05407482554734	0.0184491597452275	0.126634327988721	-2.35647801385189	K00375	K00375	GntR family transcriptional regulator / MocR family aminotransferase	Brite Hierarchies; Protein families: genetic information processing; Transcription factors	COG1167	Transcriptional regulators containing a DNA-binding HTH domain and an aminotransferase domain (MocR family) and their eukaryotic orthologs	Amino acid transport and metabolism|Transcription	PF00155 [Aminotransferase class I and II]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
420	PlaceSamplesHere_219931_2748-3722	1.01659592528477	12.6186631601195	2.76689229324252	0.0186529655633333	0.127728402286063	2.35239479351476									Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	Unclassified Tenacibaculum	ns
421	PlaceSamplesHere_217970_2-79	1.86089579876704	5.66675115027402	2.78216232355647	0.0189387555166424	0.129357007898017	2.3467342839827	ATPF1B, atpD	K02112	F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]	Metabolism; Energy metabolism; Oxidative phosphorylation | Metabolism; Energy metabolism; Photosynthesis | Brite Hierarchies; Protein families: metabolism; Photosynthesis proteins	COG0055	F0F1-type ATP synthase, beta subunit	Energy production and conversion		Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Unclassified Rhodobacterales	Unclassified Rhodobacterales	Unclassified Rhodobacterales	ns
422	PlaceSamplesHere_593127_22128-23519	-1.4992447544646	5.70137482757437	-2.56364485733001	0.0190005909490221	0.129357007898017	-2.34551937654839	ftsW, spoVE	K03588	cell division protein FtsW	Cellular Processes; Cell growth and death; Cell cycle - Caulobacter | Brite Hierarchies; Protein families: genetic information processing; Chromosome and associated proteins | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG0772	Bacterial cell division membrane protein	Cell division and chromosome partitioning	PF01098 [Cell cycle protein]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
423	PlaceSamplesHere_130060_295-756	1.2794453859879	6.78696285283942	2.86128886821913	0.0190257351671979	0.129357007898017	2.3450263457319									Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
424	PlaceSamplesHere_411313_8207-9214	-1.21641380909929	5.76253599210775	-2.72462041075312	0.0191464356018794	0.12987063394105	-2.34266753867806					ENOG411255P		Function unknown		Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
425	PlaceSamplesHere_593095_12523-13827	0.706419685304589	6.71094428933448	2.7481649328514	0.0192357544787601	0.130169482072739	2.34093036489873	nuoF	K00335	NADH-quinone oxidoreductase subunit F [EC:7.1.1.2]	Metabolism; Energy metabolism; Oxidative phosphorylation	COG1894	NADH:ubiquinone oxidoreductase, NADH-binding (51 kD) subunit	Energy production and conversion	PF01512 [Respiratory-chain NADH dehydrogenase 51 Kd subunit];PF10589 [NADH-ubiquinone oxidoreductase-F iron-sulfur binding region]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
426	PlaceSamplesHere_429151_9345-10769	-0.922265495472628	6.88275830043339	-2.73776204684028	0.0194612085508079	0.131385999512027	-2.33657663477849					ENOG410XQHZ	Major Facilitator	Carbohydrate transport and metabolism	PF07690 [Major Facilitator Superfamily]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
427	PlaceSamplesHere_136350_9002-10474	-0.916686672155133	6.51227763969811	-2.57373034739242	0.01977030419065	0.133148857910934	-2.33067877517601	K14645	K14645	serine protease [EC:3.4.21.-]	Cellular Processes; Cellular community - prokaryotes; Quorum sensing | Brite Hierarchies; Protein families: metabolism; Peptidases | Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts	COG1404	Subtilisin-like serine proteases	Posttranslational modification, protein turnover, chaperones	PF00082 [Subtilase family]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
428	PlaceSamplesHere_237277_3-911	-1.51992539251702	3.92536477251045	-2.75869128563433	0.019814920440153	0.133148857910934	-2.32983411287837	groEL, HSPD1	K04077	chaperonin GroEL	Genetic Information Processing; Folding, sorting and degradation; RNA degradation | Organismal Systems; Aging; Longevity regulating pathway - worm | Human Diseases; Endocrine and metabolic diseases; Type I diabetes mellitus | Human Diseases; Infectious diseases: Bacterial; Legionellosis | Human Diseases; Infectious diseases: Bacterial; Tuberculosis | Brite Hierarchies; Protein families: genetic information processing; Messenger RNA biogenesis | Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis | Brite Hierarchies; Protein families: signaling and cellular processes; Exosome	COG0459	Chaperonin GroEL (HSP60 family)	Posttranslational modification, protein turnover, chaperones	PF00118 [TCP-1/cpn60 chaperonin family]	Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
429	PlaceSamplesHere_205324_16769-17524	-0.957061712626908	5.84096377281442	-2.53753378409561	0.0200827577678483	0.134634059068373	-2.32479811665721	plsC	K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]	Metabolism; Lipid metabolism; Glycerolipid metabolism | Metabolism; Lipid metabolism; Glycerophospholipid metabolism | Brite Hierarchies; Protein families: metabolism; Lipid biosynthesis proteins	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase	Lipid metabolism	PF01553 [Acyltransferase]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
430	PlaceSamplesHere_60895_45753-46763	-1.31124531464031	5.06959676837346	-2.55403511774036	0.0202109865735105	0.135030121403566	-2.32240782206567	ABC.FEV.S	K02016	iron complex transport system substrate-binding protein	Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG0614	ABC-type Fe3+-hydroxamate transport system, periplasmic component	Inorganic ion transport and metabolism	PF01497 [Periplasmic binding protein]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
431	PlaceSamplesHere_3012_7286-8626	-1.1262840683541	5.82406571591646	-2.53304867236313	0.020274389668981	0.135030121403566	-2.32123081952822	hutF	K05603	formimidoylglutamate deiminase [EC:3.5.3.13]	Metabolism; Amino acid metabolism; Histidine metabolism	COG0402	Cytosine deaminase and related metal-dependent hydrolases	General function prediction only|Nucleotide transport and metabolism	PF01979 [Amidohydrolase family]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
432	PlaceSamplesHere_125690_3453-7286	-0.889773366141547	7.15527650110298	-2.55268379252359	0.020282688611384	0.135030121403566	-2.32107699736252	cobN	K02230	cobaltochelatase CobN [EC:6.6.1.2]	Metabolism; Metabolism of cofactors and vitamins; Porphyrin and chlorophyll metabolism	COG1429	Cobalamin biosynthesis protein CobN and related Mg-chelatases	Coenzyme metabolism	PF02514 [CobN/Magnesium Chelatase]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
433	PlaceSamplesHere_501341_2232-2546	2.15661728763924	4.04841501021627	2.67412978918275	0.0204594625620991	0.135892411844335	2.31781343617318	RP-L24, MRPL24, rplX	K02895	large subunit ribosomal protein L24	Genetic Information Processing; Translation; Ribosome | Brite Hierarchies; Protein families: genetic information processing; Ribosome	COG0198	Ribosomal protein L24	Translation, ribosomal structure and biogenesis	PF17136 [Ribosomal proteins 50S L24/mitochondrial 39S L24]	Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
434	PlaceSamplesHere_558730_13956-15605	-0.921531202442334	6.73676399063475	-2.52617036747537	0.0205716216548129	0.136322543500557	-2.3157555099575									Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
435	PlaceSamplesHere_40324_14487-14915	-1.52767324272273	4.75430493341816	-2.52501498949429	0.0206219495444883	0.136341900896433	-2.31483525850829					ENOG4111Y7D	MarR family Transcriptional regulator	Transcription		Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium acnes	ns
436	PlaceSamplesHere_487889_34-312	1.65096142492268	6.51187110996364	2.52188817650913	0.0207587342172203	0.13693146699249	2.31234399159375									Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	Unclassified Bacteria	ns
437	PlaceSamplesHere_592001_34741-35523	-1.55132916843372	5.33593799715674	-2.5135853965411	0.0211260992365696	0.139035838453945	-2.3057232837504	murI	K01776	glutamate racemase [EC:5.1.1.3]	Metabolism; Metabolism of other amino acids; D-Glutamine and D-glutamate metabolism | Brite Hierarchies; Protein families: metabolism; Peptidoglycan biosynthesis and degradation proteins	COG0796	Glutamate racemase	Cell envelope biogenesis, outer membrane	PF01177 [Asp/Glu/Hydantoin racemase]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
438	PlaceSamplesHere_568237_11143-12129	-1.22024136466059	6.052760887551	-2.794227610027	0.0213058286644261	0.13989854620751	-2.30252064274279	B, nrdB, nrdF	K00526	ribonucleoside-diphosphate reductase beta chain [EC:1.17.4.1]	Metabolism; Nucleotide metabolism; Purine metabolism | Metabolism; Nucleotide metabolism; Pyrimidine metabolism | Brite Hierarchies; Protein families: genetic information processing; DNA repair and recombination proteins	COG0208	Ribonucleotide reductase, beta subunit	Nucleotide transport and metabolism	PF00268 [Ribonucleotide reductase, small chain]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
439	PlaceSamplesHere_532091_15512-17005	-1.24728184569776	5.79276058500487	-2.50837131934621	0.0213599172511333	0.139934218711297	-2.30156143195181	pdgA	K22278	peptidoglycan-N-acetylglucosamine deacetylase [EC:3.5.1.104]	Not Included in Pathway or Brite; Unclassified: metabolism; Enzymes with EC numbers	COG0726	Predicted xylanase/chitin deacetylase	Carbohydrate transport and metabolism	PF01522 [Polysaccharide deacetylase]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
440	PlaceSamplesHere_155589_69056-70102	-1.05687831376962	5.00886538375883	-2.52195126270652	0.0215007807743734	0.140536921607041	-2.29907323983096	SORD, gutB	K00008	L-iditol 2-dehydrogenase [EC:1.1.1.14]	Metabolism; Carbohydrate metabolism; Pentose and glucuronate interconversions | Metabolism; Carbohydrate metabolism; Fructose and mannose metabolism	COG1063	Threonine dehydrogenase and related Zn-dependent dehydrogenases	General function prediction only|Amino acid transport and metabolism	PF00107 [Zinc-binding dehydrogenase];PF08240 [Alcohol dehydrogenase GroES-like domain]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Unclassified Cutibacterium	ns
441	PlaceSamplesHere_547929_8-1015	2.88619325165633	3.94697125701801	2.51540390795614	0.0216652220295945	0.140998379295793	2.29618646629765	proX	K02002	glycine betaine/proline transport system substrate-binding protein	Environmental Information Processing; Membrane transport; ABC transporters | Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG2113	ABC-type proline/glycine betaine transport systems, periplasmic components	Amino acid transport and metabolism	PF04069 [Substrate binding domain of ABC-type glycine betaine transport system]	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Amylibacter	Unclassified Amylibacter	ns
442	PlaceSamplesHere_442422_10673-11407	-1.37146740402687	5.514373853516	-2.6682059232869	0.0217502050601617	0.140998379295793	-2.29470205323113	ABC.CD.A	K02003	putative ABC transport system ATP-binding protein	Brite Hierarchies; Protein families: signaling and cellular processes; Transporters	COG1136	ABC-type antimicrobial peptide transport system, ATPase component		PF00005 [ABC transporter]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
443	PlaceSamplesHere_442422_20199-21341	-1.02300346677171	6.63389903692194	-2.51453912134158	0.0217722643354126	0.140998379295793	-2.29431756540817	dnaJ	K03686	molecular chaperone DnaJ	Brite Hierarchies; Protein families: genetic information processing; Chaperones and folding catalysts | Brite Hierarchies; Protein families: genetic information processing; Mitochondrial biogenesis	COG0484	DnaJ-class molecular chaperone with C-terminal Zn finger domain	Posttranslational modification, protein turnover, chaperones	PF00226 [DnaJ domain];PF00684 [DnaJ central domain];PF01556 [DnaJ C terminal domain]	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Unclassified Propionibacteriaceae	Unclassified Propionibacteriaceae	ns
